cancion,artista,tipo,lanzamiento,fecha-lanzamiento,id
Perro,Romeo Santos,Album,"Fórmula, vol. 3",2022,3a430cd7-e34d-409a-93fb-80b255588a57
Sin fin,Romeo Santos,Album,"Fórmula, vol. 3",2022,0b534ad6-4238-48e5-8610-8773be7bc965
Solo conmigo,Romeo Santos,Album,"Fórmula, vol. 3",2022,189eec96-2d18-4ffe-988c-22e849f00f31
Sus huellas,Romeo Santos,Album,"Fórmula, vol. 3",2022,b9a331ed-1d5f-4668-a812-ee9d1c4b05c2
SIRI,Romeo Santos,Album,"Fórmula, vol. 3",2022,cebc8cc7-284c-432e-8ac4-a38200132f5f
Skit (Wth a Special Character),Romeo Santos,Album,"Fórmula, vol. 3",2022,6449cc71-fe98-4d90-9f96-dc02e8eae92a
Me extraño,Romeo Santos,Album,"Fórmula, vol. 3",2022,cbbb3ab9-34d2-449c-b561-6869a72bbeaf
Suegra,Romeo Santos,Album,"Fórmula, vol. 3",2022,70184ed8-a6d5-46c0-be4a-ad6c8be26c62
Culpable,Romeo Santos,Album,"Fórmula, vol. 3",2022,512bf8e2-b7b2-45dd-94d7-8ae08c62ecd1
R.I.P.,Romeo Santos,Album,"Fórmula, vol. 3",2022,8143b95a-cad2-471e-b1bc-572aaaf2b4ef
La última vez,Romeo Santos,Album,"Fórmula, vol. 3",2022,2c79de33-0c67-4f04-9bfe-2aedbc766c89
Nirvana,Romeo Santos,Album,"Fórmula, vol. 3",2022,17f8f5d7-ee3c-4827-8b78-7fc1dd2b88c4
El Dilema,Lean & Akai,EP,Hypernova,2023,061fc949-a616-4088-a984-aa91fbd31f39
Para Besarte,Lean & Akai,EP,Hypernova,2023,fa6e0c68-2a22-4534-8493-fea2269b288e
Mi Despedida,Lean & Akai,EP,Hypernova,2023,00dbed7a-9dab-4cef-8f54-173dc2468f7b
Mi Estrella,Lean & Akai,EP,Hypernova,2023,a9dbc75f-1e59-44ca-89d1-d563421ccf92
Bella,Jiory,Album,Ultra instinto,2024,37a78482-6d31-4965-be60-4e668f07f03b
Debe ser,Jiory,Album,Ultra instinto,2024,d93ecb2a-8260-48a6-a2c1-da20e2bf0c71
Dos extraños,Jiory,Album,Ultra instinto,2024,4a473101-b112-4688-9248-f9123c56ff6d
Esclavo de tus besos,Jiory,Album,Ultra instinto,2024,bbc634d3-15da-42f3-95bc-b1896f175895
Frizado,Jiory,Album,Ultra instinto,2024,a03208af-c34c-4dc0-8258-9aa1500d2064
Hombre no muere de pena,Jiory,Album,Ultra instinto,2024,f89c4a6f-549f-4c46-9174-7131ef00b509
La nota,Jiory,Album,Ultra instinto,2024,ddd26b57-3259-4c6f-a807-36560cb2d8d6
Luna,Jiory,Album,Ultra instinto,2024,bd7260d5-ab5b-40b6-82c2-15f6aa8bad8f
No se enamora,Jiory,Album,Ultra instinto,2024,c8b64d6f-195d-419c-8c23-8e1bf700b314
Obvio,Jiory,Album,Ultra instinto,2024,b06963db-006a-4d59-ad6f-d5511caee14a
Tu sin mi,Jiory,Album,Ultra instinto,2024,3a0b1cb9-6e21-4594-a24f-019b3965ea9f
Ojos azules,Jiory,Album,Ultra instinto,2024,970c9fc9-8fc0-4f87-93ed-9dbb45ac926c
Ya no te quiero,Jiory,Album,Ultra instinto,2024,41976a2d-4194-4554-acc3-3a02086813bf
Ojos de miel,Jiory,Album,Ultra instinto,2024,17e2fdf6-50cb-463e-b9d5-99aefdfb7d19
Dancing in the Moonlight,Prince Royce,Album,ETERNO,2025,925c50c0-d9bb-4908-be23-3f7c4c2f6afc
How Deep Is Your Love,Prince Royce,Album,ETERNO,2025,7a4fb997-8f10-46b8-8183-1a911d8dec54
Stuck On You,Prince Royce,Album,ETERNO,2025,e2c54325-018d-48f7-a508-681c5456559a
Right Here Waiting,Prince Royce,Album,ETERNO,2025,34942fcf-6603-47c2-94cc-e66d87b8be9f
Can’t Help Falling in Love,Prince Royce,Album,ETERNO,2025,3338091f-8776-41df-b76f-2fb6db4b5fd1
All Out of Love,Prince Royce,Album,ETERNO,2025,5cc6ea79-d350-4d62-90b7-664151193ffb
If Only for One Night,Prince Royce,Album,ETERNO,2025,a2673eaf-b508-4b63-95a7-936fe7caeab3
Yesterday,Prince Royce,Album,ETERNO,2025,e928cd90-d74c-4095-b466-ae1c190bc63b
I Want It That Way,Prince Royce,Album,ETERNO,2025,0e25032e-c4d9-4691-86ac-2410515553fd
My Girl,Prince Royce,Album,ETERNO,2025,6880a063-0c6e-44de-9d28-047d03dd58b1
Killing Me Softly,Prince Royce,Album,ETERNO,2025,9d3e2b90-ef4e-4111-83f0-f8dde2f61601
I Just Called to Say I Love You,Prince Royce,Album,ETERNO,2025,d296c404-8e85-4638-9c3d-880d08016fc3
Go Your Own Way,Prince Royce,Album,ETERNO,2025,59e12120-777f-4b3e-b5a0-4b3982cbd8d6
Eternidad,Esme,Album,Game Over (On The Run),2025,44edcfc9-62ff-4155-9fb6-ed2818862955
Devuélveme el aire,Esme,Album,Game Over (On The Run),2025,14d5ff90-c983-493a-ac1b-cbfe3deca0c5
Seras tu?,Esme,Album,Game Over (On The Run),2025,280577ef-1907-495a-9ae7-2d3c397de477
Otra vida,Esme,Album,Game Over (On The Run),2025,d8c60f1d-1919-4e6f-b19c-98263e140760
Maestria en bachatera,Esme,Album,Game Over (On The Run),2025,175dcc94-868f-43d9-b3df-beafe437b268
ACHU!,Esme,Album,Game Over (On The Run),2025,a6200d82-554c-4b4e-8bdc-bad0bf3c4a10
Materialista,Esme,Album,Game Over (On The Run),2025,a8e2c950-af1d-42fb-8778-8effab3e73ff
El vestido,Esme,Album,Game Over (On The Run),2025,953913dd-203e-4abb-b746-46a72e0d1274
Borra cassette,Esme,Album,Game Over (On The Run),2025,a184bc81-d5a1-4690-af9f-fa8db42d30b2
PaPi Pa,Esme,Album,Game Over (On The Run),2025,5e376cc8-2b62-4f5a-b887-f5f629fbb2cf
Better Late Than Never,Romeo Santos,Album,Better Late Than Never,2025,c1ace5f2-2f16-4255-8fae-3428b1854fcc
Estocolmo,Romeo Santos,Album,Better Late Than Never,2025,29d6f295-1caa-4c17-beec-8c23ae355137
Lokita Por Mí,Romeo Santos,Album,Better Late Than Never,2025,43af95f9-ae0a-44ab-8499-5b0bf3f68cac
Jezabel,Romeo Santos,Album,Better Late Than Never,2025,e517cfe5-5f94-4ec8-a267-a1f9a653311e
Dardos,Romeo Santos,Album,Better Late Than Never,2025,6ac35e3b-5509-4aca-a2aa-7209853c5ef0
La Amaré,Romeo Santos,Album,Better Late Than Never,2025,705d8a45-2032-4e42-bebd-cbd05a6c7179
Celeste,Romeo Santos,Album,Better Late Than Never,2025,ff6c2819-4af9-4b57-b9a6-b480af03cdcc
Ay! San Miguel,Romeo Santos,Album,Better Late Than Never,2025,370469db-1b43-4d65-b88c-14fcc909219c
Encerrados,Romeo Santos,Album,Better Late Than Never,2025,31205514-61d2-4256-ab02-49ff0e1a5103
Menor,Romeo Santos,Album,Better Late Than Never,2025,f109f034-c7ff-4a59-9292-b29639188a3d
Blanca Nieves,Romeo Santos,Album,Better Late Than Never,2025,57dca7f5-7cde-4758-90c7-08ff9ce49eab
Mi Plan,Romeo Santos,Album,Better Late Than Never,2025,d3f349ec-2ff0-45cf-95ee-288d85f459b6
La Última Bachata,Romeo Santos,Album,Better Late Than Never,2025,3832c0cf-a9e5-4bd9-9b81-f59c9069fdb8
